Circuit Size,GidNET Mean Runtime,GidNET Stdev Runtime,GidNET Min Width,QNET Mean Runtime,QNET Stdev Runtime,QNET Min Width,Qiskit Mean Runtime,Qiskit Stdev Runtime,Qiskit Min Width
16,0.04072184562683105,0.0040238543490261494,12,0.06908671855926514,0.009941618980176009,12,0.1614609479904175,0.039082513120010966,12
20,0.08372585773468018,0.02292133123962407,14,0.21831560134887695,0.024986721756762344,14,0.2222203493118286,0.043403641130313364,15
