Circuit Size,GidNET Mean Runtime,GidNET Stdev Runtime,GidNET Min Width,QNET Mean Runtime,QNET Stdev Runtime,QNET Min Width,Qiskit Mean Runtime,Qiskit Stdev Runtime,Qiskit Min Width
4x4,0.04461534023284912,0.008126334403093018,9,0.18614306449890136,0.019883198957155387,9,0.07860808372497559,0.027665292197929063,10
4x5,0.08764204978942872,0.023644754269764402,11,0.5639837741851806,0.03133792129168879,10,0.12362234592437744,0.029607378819134778,15
