Circuit Size,GidNET Mean Runtime,GidNET Stdev Runtime,GidNET Width,QNET Mean Runtime,QNET Stdev Runtime,QNET Width,Qiskit Mean Runtime,Qiskit Stdev Runtime,Qiskit Width
16,0.11327834129333496,0.11325549699874954,8,0.3471632957458496,0.05449254345579152,8,0.04145002365112305,0.004711441819444498,11
20,0.27183544635772705,0.6088274126403004,9,0.8904236555099487,0.1257374080746746,9,0.06888813972473144,0.008910058611838875,14
