Circuit Size,GidNET Mean Runtime,GidNET Stdev Runtime,GidNET Width,QNET Mean Runtime,QNET Stdev Runtime,QNET Width,Qiskit Mean Runtime,Qiskit Stdev Runtime,Qiskit Width
4x4,0.04650306701660156,0.003713528487346279,12,0.08904609680175782,0.01572395573959565,12,0.135223913192749,0.00726167269426834,12
4x5,0.07676911354064941,0.03598976231804648,14,0.22734525203704833,0.020080039387511923,14,0.22434399127960206,0.043678010422054,15
